SEL0606 - Laboratório de Sistemas Digitais (EESC),SSC0109 - Prática em Lógica Digital (BCC)
SSC0511 Organização de Computadores Digitais (4-0),SSC0112 Organização de Computadores Digitais I (4-1)
SSC0610 Organização de Computadores Digitais I (4-1),SSC0112 Organização de Computadores Digitais I (4-1)
SEL0414 - Sistemas Digitais (4 créditos) (EESC),SSC0117 - Introdução à Lógica Digital + SSC0118 - Sistemas Digitais
SEL0628 - Sistemas Digitais (4 créditos)(EESC),SSC0117 - Introdução à Lógica Digital + SSC0118 - Sistemas Digitais
SSC0512 Elementos de Lógica Digital (3-0),SSC0117 Introdução à Lógica Digital (2-1)
SSC0520 Fundamentos de Sistemas de Informação (4-0),SSC0120  - Sistemas de Informação (3-0)
SSC0622 - Sistemas de Informação (Eng. Comp.),SSC0120 - Sistemas de Informação (BCC)
SSC0531 - Gestão de Sistemas de Informação (BSI),SSC0120 - Sistemas de Informação (2+1)
SSC0530 - Introdução a Sistemas de Informação (2-1),SSC0120 - Sistemas de Informação (2+1)
SSC0521 Engenharia de Sistemas de Informação I (4-1),SSC0121 Engenharia de Software I (4-0)
SSC0523 - Tópicos Especiais em Engenharia de Software (3-0),SSC0123 - Tópicos Especiais em Engenharia de Software(2-0)
SSC0526 - Análise e Objeto Orientado a Objetos (BSI) (4-1),SSC0124 - Análise e Objeto Orientado a Objetos (BCC) (2-1)
SSC0621 - Modelagem Orientada a Objetos (Eng. Comp.),SSC0124 - Análise e Objeto Orientado a Objetos (BCC) (2-1)
"SSC0524  - Verificação, Validação e Teste de Software (2-1)","SSC0125 - Verificação, Validação e Teste de Software (3-0)"
SSC0721  - Teste e Inspeção de Software (3-1),"SSC0125 - Verificação, Validação e Teste de Software (3-0)"
SSC0527 - Engenharia de Software (BSI)(4-1),SSC0130 - Engenharia de Software (BCC)(4-1)
SSC0620 - Engenharia de Software (Eng. Comp.)(4-2),SSC0130 - Engenharia de Software (BCC)(4-1)
SSC0541 - Sistemas Operacionais I (BSI),SSC0140 - Sistemas Operacionais I (BCC)
SSC0640 - Sistemas Operacionais I (Eng. Comp.),SSC0140 - Sistemas Operacionais I (BCC)
SSC0743 - Sistemas Operacionais II (Eng. Comp.),SSC0141 - Prática em Sistemas Operacionais (BCC)
SSC0540 - Redes de Computadores (BSI)(4-2),SSC0142 - Redes de Computadores (BCC)(4-2)
SSC0641 - Redes de Computadores (Eng. Comp.)(4-2),SSC0142 - Redes de Computadores (BCC)(4-2)
SSC0742 - Programação Concorrente (Eng. Comp.) antigo,SSC0143 - Programação Concorrente (BCC) antigo
SSC0903 – Computação de Alto Desempenho (BCC e Eng. Comp.)(4-1),SSC0143 - Programação Concorrente (BCC) antigo(3-2)
SSC0744 -  Computação Distribuída (3-3),SSC0151  - Computação Distribuída (3-3)
SSC0643  - Avaliação de Desempenho de Sistemas Computacionais (3-1),SSC0153  - Avaliação de Desempenho de Sistemas Computacionais (3-1)
SEL0301 - Circuitos Elétricos I + SEL0302 - Circuitos Elétricos II,SSC0180 - Eletrônica para Computação
SCC0124 - Introdução à Programação para Engenharias (EESC),SSC0301 - Introdução à Computação para Eng. Ambiental
SCC0124 - Introdução à Programação para Engenharias (EESC),SSC0304 - Introdução à Programação para Engenharias (EESC)
SCC0221 - Introdução à Ciência de Computação I (BCC),SSC0304 - Introdução à Programação para Engenharias (EESC)
SME0230 - Introdução à Programação de Computadores (Mat),SSC0304 - Introdução à Programação para Engenharias (EESC)
SCC0120 - Introdução à Ciência de Computação (2-2)+ SSC0300 - Linguagens de Programação e Aplicações (EESC)(2-0),SSC0304 - Introdução à Programação para Engenharias (EESC)(4-2)
SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1),SSC0501 - Introdução à Ciência de Computação I (BSI)(4-0)
SSC0600 - Introdução à Ciência de Computação I (Eng.Comp)(4-1),SSC0501 - Introdução à Ciência de Computação I (BSI)(4-0)
SCC0222 - Lab. Introdução à Ciência de Computação I (BCC)(2-2),SSC0502 - Lab. Introdução à Ciência de Computação I (BSI)(2-2)
SSC0601 - Lab. Introdução à Ciência de Computação I (Eng. Comp)(2-2),SSC0502 - Lab. Introdução à Ciência de Computação I (BSI)(2-2)
SCC0201 - Introdução à Ciência de Computação II (BCC)(4-2),SSC0503 - Introdução à Ciência de Computação II (BSI)(4-2)
SSC0602 - Introdução à Ciência de Computação II (Eng. Comp.) antigo (4-2),SSC0503 - Introdução à Ciência de Computação II (BSI)(4-2)
SSC0114 Arquitetura de Computadores (4-1),SSC0510 Arquitetura de Computadores (2-0)
SSC0611 Arquitetura de Computadores (4-0),SSC0510 Arquitetura de Computadores (2-0)
SSC0513 - Organização e Arquitetura de Computadores (BSI),SSC0511 - Organização de Computadores Digitais (BSI)
SSC0902 - Organização e Arquitetura de Computadores (BCC e Eng. Comp.),SSC0511 - Organização de Computadores Digitais (BSI)
SSC0112 - Organização de Computadores Digitais I (4-1),SSC0511 Organização de Computadores Digitais (4-0)
SSC0610 - Organização de Computadores Digitais I (4-1),SSC0511 Organização de Computadores Digitais (4-0)
SEL0628 - Sistemas Digitais + SEL0606 - Laboratório de Sistemas Digitais (EESC),SSC0512 - Elementos de Lógica Digital (BSI)
SSC0117 - Introdução à Lógica Digital + SSC0118 - Sistemas Digitais + SSC0109 - Prática em Lógica Digital (BCC),SSC0512 - Elementos de Lógica Digital (BSI)
SSC0511 - Organização de Computadores Digitais + SSC0510 -Arquitetura de Computadores (antigas BSI),SSC0513 - Organização e Arquitetura de Computadores (BSI)
SSC0902 - Organização e Arquitetura de Computadores (BCC e Eng. Comp.),SSC0513 - Organização e Arquitetura de Computadores (BSI)
SSC0120  - Sistemas de Informação (3-0),SSC0520 Fundamentos de Sistemas de Informação (4-0)
SSC0622 - Sistemas de Informação (3-0),SSC0520 Fundamentos de Sistemas de Informação (4-0)
SSC0121 - Engenharia de Software I (4-0),SSC0521 Engenharia de Sistemas de Informação I (4-1)
SSC0123 - Tópicos Especiais em Engenharia de Software (2-0),SSC0523 - Tópicos Especiais em Engenharia de Software (3-0)
"SSC0125 - Verificação, Validação e Teste de Software (3-0)","SSC0524 - Verificação, Validação e Teste de Software (2-1)"
"SSC0721 - Verificação,Validação e Teste de Software (BCC e Eng.Comp.)","SSC0524 - Verificação,Validação e Teste de Software (BSI)"
"SSC0959 - Verificação,Validação e Teste de Software (BCC e Eng.Comp.)","SSC0524 - Verificação,Validação e Teste de Software (BSI)"
SSC0533 - Requisitos de Software + SSC0534 - Modelagem de Sistemas de Software,SSC0526 - Análise e Projeto Orientados a Objetos (BSI)
SSC0130 - Engenharia de Software (BCC),SSC0527 - Engenharia de Software (BSI)
SSC0532 - Met. Des. Software + SSC0535 - Ger. Conf. Manutenção Software,SSC0527 - Engenharia de Software (BSI)
SSC0620 - Engenharia de Software (Eng. Comp.),SSC0527 - Engenharia de Software (BSI)
SSC0723 - Sistemas Colaborativos: Fundamentos e Aplicações (3-0),SSC0528 - Sistemas Colaborativos: Fundamentos e Aplicações (2-1)
SSC0724 - Sistemas Educacionais Avançados (3-0),SSC0529 - Sistemas Educacionais Avançados (2-1)
SSC0530 - Introdução à Sistemas de Informação (nova - 2022) + SSC0599 - Inf. Prof. SI,SSC0530 - Introdução à Sistemas de Informação (antiga - 2012 a 2021)
SSC0120 - Sistemas de Informação (BCC)(3-0),SSC0530 - Introdução à Sistemas de Informação (2-1)
SSC0622 - Sistemas de Informação (Eng. Comp.)(3-0),SSC0530 - Introdução a Sistemas de Informação (BSI)(2-0) (antiga)
SSC0530 - Introdução à Sistemas de Informação (antiga -2012 a 2021),SSC0530 - Introdução à Sistemas de Informação (nova - 2022) + SSC0599 - Inf. Prof. SI
SSC0531 - Gestão de Sistemas de Informação (BSI - 2 créditos) + optativa (2 créditos),SSC0531 - Gestão de Sistemas de Informação (BSI - 4 créditos)
SSC0130 - Engenharia de Software (BCC),SSC0532 - Met. Des. Software + SSC0535 - Ger. Conf. Manutenção Software
SSC0527 - Engenharia de Software (BSI),SSC0532 - Met. Des. Software + SSC0535 - Ger. Conf. Manutenção Software
SSC0620 - Engenharia de Software (Eng. Comp.),SSC0532 - Met. Des. Software + SSC0535 - Ger. Conf. Manutenção Software
SSC0526 - Análise e Projeto Orientados a Objetos,SSC0533 - Requisitos de Software + SSC0534 - Modelagem de Sistemas de Software
SSC0124 - Análise e Projeto Orientados a Objetos (2-1),SSC0534 - Modelagem de Sistemas de Software (2-1)
SSC0142 - Redes de Computadores (BCC)(4-2),SSC0540 - Redes de Computadores (BSI)(4-2)
SSC0641 - Redes de Computadores (Eng. Comp.)(4-2),SSC0540 - Redes de Computadores (BSI)(4-2)
SSC0140 - Sistemas Operacionais I (BCC),SSC0541 - Sistemas Operacionais I (BSI)
SSC0640 - Sistemas Operacionais I (Eng. Comp.),SSC0541 - Sistemas Operacionais I (BSI)
SSC0152 - Administração e Gerenciamento de Redes (BCC)(3-2),SSC0542 - Administração e Gerenciamento de Redes (BSI)(2-1)
SSC0900 – Engenharia de Segurança (2-1) (BCC e Eng. Comp.),SSC0547 – Engenharia de Segurança  (2-1) (BSI)
SSC0747 – Engenharia de Segurança  (2-1) (BCC e Eng.Comp.) antigo,SSC0547 – Engenharia de Segurança (2-1) (BSI)
SSC0748 - Redes Móveis (3-2),SSC0548 - Redes Móveis (2-1)
SCC0209 - Empreendedores em Informática (BCC) (4-1),SSC0570 - Empreendedorismo (BSI) (4-1)
SCC0207 - Computadores e Sociedade I (BCC) (2-0),"SSC0572 - Computadores, Sociedade e Ética Profissional (BSI) (2-0)"
SCC0227 - Seminários em Computação I(BCC),SSC0576 - Seminários em Computação I(BSI)
SCC0228 - Seminários em Computação II (BCC),SSC0577 - Seminários em Computação II (BSI)
SCC0229 - Seminários em Computação III (BCC),SSC0578 - Seminários em Computação III (BSI)
SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1),SSC0600 - Introdução à Ciência de Computação I (Eng. Comp)(4-1)
SSC0501 - Introdução à Ciência de Computação I (BSI)(4-0),SSC0600 - Introdução à Ciência de Computação I (Eng. Comp)(4-1)
SSC0502 - Lab. Introdução à Ciência de Computação I (BSI)(2-2),SSC0601 - Lab. Introdução à Ciência de Computação I (2-2)
SSC0501 - Lab. Introdução à Ciência de Computação I (BSI),SSC0601 - Lab. Introdução à Ciência de Computação I (Eng. Comp)
SCC0222 - Lab. Introdução à Ciência de Computação I (BCC)(2-2),SSC0601 - Lab. Introdução à Ciência de Computação I (Eng. Comp)(2-2)
SCC0201  - Introdução à Ciência de Computação II (4-2),SSC0602  Introdução à Ciência de Computação II (4-2)
SSC0503 - Introdução à Ciência de Computação II (BSI)(4-2),SSC0602 - Introdução à Ciência de Computação II (Eng. Comp.)(4-2)
SSC0112 - Organização de Computadores Digitais I (4-1),SSC0610 Organização de Computadores Digitais I (4-1)
SSC0511 Organização de Computadores Digitais (4-0),SSC0610 Organização de Computadores Digitais I (4-1)
SSC0130 - Engenharia de Software (BCC) (4-1),SSC0620 - Engenharia de Software (Eng. Comp.)(4-2)
SSC0527 - Engenharia de Software (BSI)(4-1),SSC0620 - Engenharia de Software (Eng. Comp.)(4-2)
SSC0124 - Análise e Objeto Orientado a Objetos (BCC) versão de 4 créditos,SSC0621 - Modelagem Orientada a Objetos (Eng. Comp.)(2-1)
SSC0526 - Análise e Objeto Orientado a Objetos (BSI) (4-1),SSC0621 - Modelagem Orientada a Objetos (Eng. Comp.)(2-1)
SSC0124 - Análise e Objeto Orientado a Objetos (BCC) versão de 2 créditos,SSC0621 Modelagem Orientada a Objetos
SSC0531 - Gestão de Sistemas de Informação (BSI),SSC0622 - Sistemas de Informação (Eng. Comp.)
SSC0120 Sistemas de Informação (3-0),SSC0622 Sistemas de Informação (3-0)
SSC0520 Fundamentos de Sistemas de Informação (4-0),SSC0622 Sistemas de Informação (3-0)
SSC0140 - Sistemas Operacionais I (BCC),SSC0640 - Sistemas Operacionais I (Eng. Comp.)
SSC0541 - Sistemas Operacionais I (BSI),SSC0640 - Sistemas Operacionais I (Eng. Comp.)
SSC0142 - Redes de Computadores (BCC)(4-2),SSC0641 - Redes de Computadores (Eng. Comp.)(4-2)
SSC0540 - Redes de Computadores (BSI)(4-2),SSC0641 - Redes de Computadores (Eng. Comp.)(4-2)
SSC0153  - Avaliação de Desempenho de Sistemas Computacionais (3-1),SSC0643 Avaliação de Desempenho de Sistemas Computacionais (3-1)
"SSC0125 - Verificação, Validação e Teste de Software (3-0)",SSC0721 - Teste e Inspeção de Software (3-1)
"SSC0524 - Verificação, Validação e Teste de Software (2-1)",SSC0721 - Teste e Inspeção de Software (3-1)
SSC0528 - Sistemas Colaborativos: Fundamentos e Aplicações (2-1),SSC0723 - Sistemas Colaborativos: Fundamentos e Aplicações (3-0)
SSC0903 - Computação de Alto Desempenho (3-2),SSC0742 - Programação Concorrente (3-2)
SSC0141 - Prática em Sistemas Operacionais (BCC),SSC0743 - Sistemas Operacionais II (Eng. Comp.)
SSC0151 - Computação Distribuída (3-3) SSC0547 Engenharia de Segurança (2-1) (BSI),SSC0744 - Computação Distribuída (3-3) SSC0747 Engenharia de Segurança (2-1) SSC0747 Engenharia de Segurança (2-1)
SSC0547 Engenharia de Segurança (2-1) (BSI),SSC0747 Engenharia de Segurança (2-1)
SSC0900 Engenharia de Segurança (2-1) (BCC e Eng. Comp.),SSC0747 Engenharia de Segurança (2-1)
SCC0221 - Introdução à Ciência de Computação I (BCC),SSC0800 - Introdução à Ciência de Computação I (BECD)
SSC0501 - Introdução à Ciência de Computação I (BSI),SSC0800 - Introdução à Ciência de Computação I (BECD)
SSC0600 - Introdução à Ciência de Computação I (Eng.Comp),SSC0800 - Introdução à Ciência de Computação I (BECD)
SCC0222 - Lab. Introdução à Ciência de Computação I (BCC),SSC0801 - Lab. Introdução à Ciência de Computação I (BECD)
SSC0501 - Lab. Introdução à Ciência de Computação I (BSI),SSC0801 - Lab. Introdução à Ciência de Computação I (BECD)
SSC0601 - Lab. Introdução à Ciência de Computação I (Eng. Comp),SSC0801 - Lab. Introdução à Ciência de Computação I (BECD)
SSC0547 – Engenharia de Segurança  (2-1)(BSI),SSC0900 – Engenharia de Segurança (2-1) (BCC e Eng. Comp.)
SSC0747 – Engenharia de Segurança (2-1) (BCC e Eng.Comp.) antigo,SSC0900 – Engenharia de Segurança (2-1) (BCC e Eng. Comp.)
Organização de Computadores Digitais I (SSC0112 ou SSC0511 ou SSC0610) + Arquitetura de Computadores (SSC0114 ou SSC0510 ou SSC0611),SSC0902 - Organização e Arquitetura de Computadores (BCC e Eng. Comp.)
SSC0150 - Sistemas Computacionais Distribuídos (3-0),SSC0904 - Sistemas Computacionais Distribuídos (BCC e Eng. Comp.)
SSC0642 - Sistemas Computacionais Distribuídos (4-1),SSC0904 - Sistemas Computacionais Distribuídos (BCC e Eng. Comp.)
SSC0543 - Sistemas Computacionais Distribuídos (2-1),SSC0904 - Sistemas Computacionais Distribuídos (BCC e Eng. Comp.)(2-1)
SSC0117 – Introdução à Lógica Digital + SSC0118 – Sistemas Digitais + SSC0902 - Organização e Arquitetura de Computadores,SSC0955 - Introdução a Sistemas Computacionais
SSC0512 - Elementos de Lógica Digital + SSC0513 - Organização e Arquitetura de Computadores,SSC0955 - Introdução a Sistemas Computacionais
"SSC0524 - Verificação,Validação e Teste de Software (BSI)","SSC0959 - Verificação,Validação e Teste de Software (BCC e Eng.Comp.)"
SCC0221 - Introdução à Ciência de Computação I (BCC),SCC0124 - Introdução à Programação para Engenharias (EESC)
SME0230 - Introdução à Programação de Computadores (Mat),SCC0124 - Introdução à Programação para Engenharias (EESC)
SSC0304 - Introdução à Programação para Engenharias (EESC),SCC0124 - Introdução à Programação para Engenharias (EESC)
SSC0800 - Introdução à Ciência de Computação I (BECD),SCC0124 - Introdução à Programação para Engenharias (EESC)
SEL0600 - Informação Profissional em Engenharia de Computação I + SSC0671 - Informação Profissional em Engenharia de Computação II,SCC0200 - Informação Profissional e Tutoria Acadêmica em Ciências da Computação
"SCC0223 - Estrutura de Dados I (Mat.) (ou SSC0603 - Eng. Comp) + SCC0224 -
 Estrutura de Dados II (Mat. ) (ou SCC0606 - Eng. Comp. )","SCC0201 - Introdução à Ciência de Computação II (BCC) + SCC0202 -
 Algoritmos e Estrutura de Dados I (BCC)"
SSC0503 - Introdução à Ciência de Computação II (BSI)(4-2),SCC0201 - Introdução à Ciência de Computação II (BCC)(4-2)
SSC0602 - Introdução à Ciência de Computação II (Eng. Comp.) (4-2),SCC0201 - Introdução à Ciência de Computação II (BCC)(4-2)
SCC0502 - Algoritmos e Estrutura de Dados I (BSI),SCC0202 - Algoritmos e Estrutura de Dados I (BCC)
SCC0604 - Programação Orientada a Objetos (Eng. Comp.)(4-2),SCC0204 - Programação Orientada a Objetos (Mat)(4-2)
SSC0103 - Programação Orientada a Objetos (BCC)(4-2),SCC0204 - Programação Orientada a Objetos (Mat)(4-2)
"SSC0572 - Computadores, Sociedade e Ética Profissional (BSI) (2-0)",SCC0207 - Computadores e Sociedade I (BCC) (2-0)
SSC0570 - Empreendedorismo (BSI) (4-1),SCC0209 - Empreendedores em Informática (BCC) (4-1)
SCC0203 - Algoritmos e Estrutura de Dados II (BCC) antigo,SCC0215 - Organização de Arquivos (BCC)
SCC0503 - Algoritmos e Estrutura de Dados II (BSI),SCC0215 - Organização de Arquivos (BCC)
SCC0603 - Algoritmos e Estrutura de Dados II (Eng. Comp.) antigo,SCC0215 - Organização de Arquivos (BCC)
SCC0607 - Estrutura de Dados III (Eng. Comp.),SCC0215 - Organização de Arquivos (BCC)
SCC0124 - Introdução à Programação para Engenharias (EESC),SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1)
SME0230 - Introdução à Programação de Computadores (Mat),SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1)
SSC0304 - Introdução à Programação para Engenharias (EESC),SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1)
SSC0800 - Introdução à Ciência de Computação I (BECD),SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1)
SSC0501 - Introdução à Ciência de Computação I (BSI)(4-0),SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1)
SSC0600 - Introdução à Ciência de Computação I (Eng. Comp)(4-1),SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1)
SSC0101 Introdução à Ciência de Computação I (4-1),SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1)
SME0332 - Fundamentos da Programação de Computadores (4-2),SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1)
SME0230 - Introdução à Programação de Computadores (6-2),SCC0221 - Introdução à Ciência de Computação I (BCC)(4-1) + SCC0222 - Lab. Introdução à Ciência de Computação I (BCC)(2-2)
SSC0801 - Lab. Introdução à Ciência de Computação I (BECD),SCC0222 - Lab. Introdução à Ciência de Computação I (BCC)(2-2)
SSC0502 - Lab. Introdução à Ciência de Computação I (BSI)(2-2),SCC0222 - Lab. Introdução à Ciência de Computação I (BCC)(2-2)
SSC0601 - Lab. Introdução à Ciência de Computação I (Eng. Comp)(2-2),SCC0222 - Lab. Introdução à Ciência de Computação I (BCC)(2-2)
SCC0201 - Introdução à Ciência de Computação II + SCC0202 - Algoritmos e Estruturas de Dados I,SCC0223 – Estrutura de Dados I
SSC0503 - Introdução à Ciência de Computação II + SCC0502 - Algoritmos e Estruturas de Dados I,SCC0223 – Estrutura de Dados I
SCC0201 - Introdução à Ciência de Computação II + SCC0202 - Algoritmos e Estruturas de Dados I + SCC0216 - Modelagem Computacional em Grafos,SCC0223 – Estrutura de Dados I + SCC0224 – Estrutura de Dados II
SSC0503 - Introdução à Ciência de Computação II + SCC0502 - Algoritmos e Estruturas de Dados I + SCC0503 - Algoritmos e Estruturas de Dados II,SCC0223 – Estrutura de Dados I + SCC0224 – Estrutura de Dados II
SCC0201 - Introdução à Ciência de Computação II + SCC0216 - Modelagem Computacional em Grafos,SCC0224 – Estrutura de Dados II
SSC0503 - Introdução à Ciência de Computação II + SCC0503 - Algoritmos e Estruturas de Dados II,SCC0224 – Estrutura de Dados II
SCC0606 - Estrutura de Dados II (Eng. Comp.),SCC0224 - Estrutura de Dados II (Mat.)
SSC0576 - Seminários em Computação I(BSI),SCC0227 - Seminários em Computação I(BCC)
SSC0577 - Seminários em Computação II (BSI),SCC0228 - Seminários em Computação II (BCC)
SSC0578 - Seminários em Computação III (BSI),SCC0229 - Seminários em Computação III (BCC)
SCC0530 - Inteligência Artificial (BSI),SCC0230 - Inteligência Artificial (BCC)
SCC0630 - Inteligência Artificial (Eng. Comp.),SCC0230 - Inteligência Artificial (BCC)
SCC0540 - Bases de Dados (BSI),SCC0240 - Bases de Dados (BCC)
SCC0640 - Bases de Dados (Eng. Comp.),SCC0240 - Bases de Dados (BCC)
SCC0541 - Laboratório de Bases de Dados (BSI),SCC0241 - Laboratório de Bases de Dados (BCC)
SCC0641 - Laboratório de Bases de Dados (Eng. Comp.)),SCC0241 - Laboratório de Bases de Dados (BCC)
SCC0650 - Computação Gráfica (Eng. Comp.),SCC0250 - Computação Gráfica (BCC e Mat.)
SCC0652 - Visualização Computacional (Eng. Comp.),SCC0252 - Visualização Computacional (BCC)
SCC0560 - Interação Usuário -Computador (BSI),SCC0260 - Interação Usuário -Computador (BCC)
SCC0561 - Multimídia (BSI),SCC0261 - Multimídia (BCC)
SME0828 – Introdução à Ciência de Dados (BECD),SCC0275 – Introdução à Ciência de Dados
SME0829 – Aprendizado de Máquina (BECD),SCC0276 – Aprendizado de Máquina
SCC0580 - Acessibilidade em Sistemas Computacionais (BSI),SCC0280 - Acessibilidade em Sistemas Computacionais (BCC)
5954009 - Algoritmos e Estruturas de Dados I (FFCLRP) (ementa 2021-1),SCC0502 - Algoritmos e Estrutura de Dados I (BSI)
SCC0202 - Algoritmos e Estrutura de Dados I (BCC),SCC0502 - Algoritmos e Estrutura de Dados I (BSI)
"SCC0223 - Estrutura de Dados I (Mat.) (ou SSC0603 - Eng. Comp) + SCC0224 -
 Estrutura de Dados II (Mat. ) (ou SCC0606 - Eng. Comp. )",SCC0502 - Algoritmos e Estrutura de Dados I (BSI) + SSC0503 - Introdução à Ciência da Computação II (BSI)
SCC0215 - Organização de Arquivos + SCC0216 - Modelagem Computacional em Grafos,SCC0503 - Algoritmos e Estrutura de Dados II (BSI)
5954011 - Algoritmos e Estrutura de Dados II (FFCLRP) (ementa 2019-1),SCC0503 - Algoritmos e Estrutura de Dados II (BSI)
SCC0203 - Algoritmos e Estrutura de Dados II (BCC) antigo,SCC0503 - Algoritmos e Estrutura de Dados II (BSI)
SCC0603 - Algoritmos e Estrutura de Dados II (Eng. Comp.) antigo,SCC0503 - Algoritmos e Estrutura de Dados II (BSI)
SCC0607 - Estrutura de Dados III (Eng. Comp.),SCC0503 - Algoritmos e Estrutura de Dados II (BSI)
SCC0204 - Programação Orientada a Objetos (BMACC e BCDados),SCC0504 - Programação Orientada a Objetos (2022 - 2 créditos)
SCC0504 - POO (BSI 2014 a 2021 - 4 créditos),SCC0504 - Programação Orientada a Objetos (2022 - 2 créditos)
SSC0103 - Programação Orientada a Objetos (BCC),SCC0504 - Programação Orientada a Objetos (2022 - 2 créditos)
SCC0204 - Programação Orientada a Objetos (BCC),SCC0504 - Programação Orientada a Objetos (BSI 2014 a 2021 - 4 créditos)
SCC0604 - Programação Orientada a Objetos (Eng. Comp.),SCC0504 - Programação Orientada a Objetos (BSI 2014 a 2021 - 4 créditos)
SSC0103 - Programação Orientada a Objetos (BCC),SCC0504 - Programação Orientada a Objetos (BSI 2014 a 2021 - 4 créditos)
SCC0604 - Programação Orientada a Objetos (Eng. Comp.),SCC0504 -Programação Orientada a Objetos (2022 - 2 créditos)
SCC0205 - Teoria da Computação e Linguagens Formais (BCC),SCC0505 - Introdução à Teoria da Computação (BSI)
SCC0605 - Teoria da Computação e Compiladores (Eng. Comp.),SCC0505 - Introdução à Teoria da Computação (BSI)
5954013 - Inteligência Artificial (FFCLRP) (ementa 2021-1),SCC0530 - Inteligência Artificial (BSI)
SCC0230 - Inteligência Artificial (BCC),SCC0530 - Inteligência Artificial (BSI)
SCC0630 - Inteligência Artificial (Eng. Comp.),SCC0530 - Inteligência Artificial (BSI)
SCC0232-Tópicos Avançados em Inteligência Artificial (BCC),SCC0532 -Tópicos Avançados em Inteligência Artificial (BSI)
SCC0240 - Bases de Dados (BCC),SCC0540 - Bases de Dados (BSI)
SCC0640 - Bases de Dados (Eng. Comp.),SCC0540 - Bases de Dados (BSI)
SCC0241 - Laboratório de Bases de Dados (BCC),SCC0541 - Laboratório de Bases de Dados (BSI)
SCC0641 - Laboratório de Bases de Dados (Eng. Comp.),SCC0541 - Laboratório de Bases de Dados (BSI)
SCC0260 - Interação Usuário -Computador (BCC),SCC0560 - Interação Usuário -Computador (BSI)
SCC0261 - Multimídia (BCC),SCC0561 - Multimídia (BSI)
SCC0270 - Redes Neurais e Aprendizado Profundo (BCC),SCC0570 - Introdução a Redes Neurais (BSI)
